scode,sname,nav,date
118497,Franklin India GOVERNMENT SECURITIES FUND - Long Term Plan - Direct - Quarterly Dividend,11.8637,20-Dec-17
118497,Franklin India GOVERNMENT SECURITIES FUND - Long Term Plan - Direct - Quarterly Dividend,11.8616,21-Dec-17
118497,Franklin India GOVERNMENT SECURITIES FUND - Long Term Plan - Direct - Quarterly Dividend,11.8317,22-Dec-17
118497,Franklin India GOVERNMENT SECURITIES FUND - Long Term Plan - Direct - Quarterly Dividend,11.825,26-Dec-17
118497,Franklin India GOVERNMENT SECURITIES FUND - Long Term Plan - Direct - Quarterly Dividend,11.8572,27-Dec-17
118497,Franklin India GOVERNMENT SECURITIES FUND - Long Term Plan - Direct - Quarterly Dividend,11.71,28-Dec-17
118497,Franklin India GOVERNMENT SECURITIES FUND - Long Term Plan - Direct - Quarterly Dividend,11.7818,29-Dec-17
118497,Franklin India GOVERNMENT SECURITIES FUND - Long Term Plan - Direct - Quarterly Dividend,11.7903,1-Jan-18
118497,Franklin India GOVERNMENT SECURITIES FUND - Long Term Plan - Direct - Quarterly Dividend,11.7602,2-Jan-18
118504,Franklin India GOVERNMENT SECURITIES FUND PF PLAN - Direct - Growth,25.3882,4-Dec-17
118504,Franklin India GOVERNMENT SECURITIES FUND PF PLAN - Direct - Growth,25.4346,5-Dec-17
118504,Franklin India GOVERNMENT SECURITIES FUND PF PLAN - Direct - Growth,25.5012,6-Dec-17
118504,Franklin India GOVERNMENT SECURITIES FUND PF PLAN - Direct - Growth,25.4585,7-Dec-17
118504,Franklin India GOVERNMENT SECURITIES FUND PF PLAN - Direct - Growth,25.3984,8-Dec-17
118504,Franklin India GOVERNMENT SECURITIES FUND PF PLAN - Direct - Growth,25.2858,11-Dec-17
118504,Franklin India GOVERNMENT SECURITIES FUND PF PLAN - Direct - Growth,25.2434,12-Dec-17
118504,Franklin India GOVERNMENT SECURITIES FUND PF PLAN - Direct - Growth,25.2364,13-Dec-17
118504,Franklin India GOVERNMENT SECURITIES FUND PF PLAN - Direct - Growth,25.3158,14-Dec-17
118504,Franklin India GOVERNMENT SECURITIES FUND PF PLAN - Direct - Growth,25.3239,15-Dec-17
118504,Franklin India GOVERNMENT SECURITIES FUND PF PLAN - Direct - Growth,25.2569,18-Dec-17
118504,Franklin India GOVERNMENT SECURITIES FUND PF PLAN - Direct - Growth,25.2626,19-Dec-17
118504,Franklin India GOVERNMENT SECURITIES FUND PF PLAN - Direct - Growth,25.2067,20-Dec-17
118504,Franklin India GOVERNMENT SECURITIES FUND PF PLAN - Direct - Growth,25.2028,21-Dec-17
118504,Franklin India GOVERNMENT SECURITIES FUND PF PLAN - Direct - Growth,25.1424,22-Dec-17
118504,Franklin India GOVERNMENT SECURITIES FUND PF PLAN - Direct - Growth,25.1302,26-Dec-17
118504,Franklin India GOVERNMENT SECURITIES FUND PF PLAN - Direct - Growth,25.1963,27-Dec-17
118504,Franklin India GOVERNMENT SECURITIES FUND PF PLAN - Direct - Growth,24.8959,28-Dec-17
118504,Franklin India GOVERNMENT SECURITIES FUND PF PLAN - Direct - Growth,25.0461,29-Dec-17
118504,Franklin India GOVERNMENT SECURITIES FUND PF PLAN - Direct - Growth,25.0643,1-Jan-18
118504,Franklin India GOVERNMENT SECURITIES FUND PF PLAN - Direct - Growth,25.0027,2-Jan-18
100486,Franklin India Govt.Sec. Fund-Composite Plan - Dividend,11.3406,4-Dec-17
100486,Franklin India Govt.Sec. Fund-Composite Plan - Dividend,11.361,5-Dec-17
100486,Franklin India Govt.Sec. Fund-Composite Plan - Dividend,11.3904,6-Dec-17
100486,Franklin India Govt.Sec. Fund-Composite Plan - Dividend,11.371,7-Dec-17
100486,Franklin India Govt.Sec. Fund-Composite Plan - Dividend,11.3438,8-Dec-17
100486,Franklin India Govt.Sec. Fund-Composite Plan - Dividend,11.2925,11-Dec-17
100486,Franklin India Govt.Sec. Fund-Composite Plan - Dividend,11.2732,12-Dec-17
100486,Franklin India Govt.Sec. Fund-Composite Plan - Dividend,11.2698,13-Dec-17
100486,Franklin India Govt.Sec. Fund-Composite Plan - Dividend,11.3049,14-Dec-17
100486,Franklin India Govt.Sec. Fund-Composite Plan - Dividend,11.3082,15-Dec-17
100486,Franklin India Govt.Sec. Fund-Composite Plan - Dividend,11.0523,18-Dec-17
100486,Franklin India Govt.Sec. Fund-Composite Plan - Dividend,11.0544,19-Dec-17
100486,Franklin India Govt.Sec. Fund-Composite Plan - Dividend,11.0296,20-Dec-17
100486,Franklin India Govt.Sec. Fund-Composite Plan - Dividend,11.0276,21-Dec-17
100486,Franklin India Govt.Sec. Fund-Composite Plan - Dividend,11.0008,22-Dec-17
100486,Franklin India Govt.Sec. Fund-Composite Plan - Dividend,10.9942,26-Dec-17
100486,Franklin India Govt.Sec. Fund-Composite Plan - Dividend,11.0228,27-Dec-17
100486,Franklin India Govt.Sec. Fund-Composite Plan - Dividend,10.891,28-Dec-17
100486,Franklin India Govt.Sec. Fund-Composite Plan - Dividend,10.9564,29-Dec-17
100486,Franklin India Govt.Sec. Fund-Composite Plan - Dividend,10.9634,1-Jan-18
100486,Franklin India Govt.Sec. Fund-Composite Plan - Dividend,10.9362,2-Jan-18
100485,Franklin India Govt.Sec. Fund-Composite Plan - Growth,56.1841,4-Dec-17
100485,Franklin India Govt.Sec. Fund-Composite Plan - Growth,56.2851,5-Dec-17
100485,Franklin India Govt.Sec. Fund-Composite Plan - Growth,56.4308,6-Dec-17
100485,Franklin India Govt.Sec. Fund-Composite Plan - Growth,56.3347,7-Dec-17
100485,Franklin India Govt.Sec. Fund-Composite Plan - Growth,56.1999,8-Dec-17
100485,Franklin India Govt.Sec. Fund-Composite Plan - Growth,55.9459,11-Dec-17
100485,Franklin India Govt.Sec. Fund-Composite Plan - Growth,55.8504,12-Dec-17
100485,Franklin India Govt.Sec. Fund-Composite Plan - Growth,55.8333,13-Dec-17
100485,Franklin India Govt.Sec. Fund-Composite Plan - Growth,56.0073,14-Dec-17
100485,Franklin India Govt.Sec. Fund-Composite Plan - Growth,56.0236,15-Dec-17
100485,Franklin India Govt.Sec. Fund-Composite Plan - Growth,55.8704,18-Dec-17
100485,Franklin India Govt.Sec. Fund-Composite Plan - Growth,55.8812,19-Dec-17
100485,Franklin India Govt.Sec. Fund-Composite Plan - Growth,55.756,20-Dec-17
100485,Franklin India Govt.Sec. Fund-Composite Plan - Growth,55.7456,21-Dec-17
100485,Franklin India Govt.Sec. Fund-Composite Plan - Growth,55.6105,22-Dec-17
100485,Franklin India Govt.Sec. Fund-Composite Plan - Growth,55.5769,26-Dec-17
100485,Franklin India Govt.Sec. Fund-Composite Plan - Growth,55.7215,27-Dec-17
100485,Franklin India Govt.Sec. Fund-Composite Plan - Growth,55.0555,28-Dec-17
100485,Franklin India Govt.Sec. Fund-Composite Plan - Growth,55.386,29-Dec-17
100485,Franklin India Govt.Sec. Fund-Composite Plan - Growth,55.4213,1-Jan-18
100485,Franklin India Govt.Sec. Fund-Composite Plan - Growth,55.2836,2-Jan-18
100494,Franklin India Govt.Sec. Fund-Long Term Plan - Dividend,11.5012,4-Dec-17
100494,Franklin India Govt.Sec. Fund-Long Term Plan - Dividend,11.5222,5-Dec-17
100494,Franklin India Govt.Sec. Fund-Long Term Plan - Dividend,11.5526,6-Dec-17
100494,Franklin India Govt.Sec. Fund-Long Term Plan - Dividend,11.5325,7-Dec-17
100494,Franklin India Govt.Sec. Fund-Long Term Plan - Dividend,11.5044,8-Dec-17
100494,Franklin India Govt.Sec. Fund-Long Term Plan - Dividend,11.4512,11-Dec-17
100494,Franklin India Govt.Sec. Fund-Long Term Plan - Dividend,11.4314,12-Dec-17
100494,Franklin India Govt.Sec. Fund-Long Term Plan - Dividend,11.4282,13-Dec-17
100494,Franklin India Govt.Sec. Fund-Long Term Plan - Dividend,11.4643,14-Dec-17
100494,Franklin India Govt.Sec. Fund-Long Term Plan - Dividend,11.4677,15-Dec-17
100494,Franklin India Govt.Sec. Fund-Long Term Plan - Dividend,11.2105,18-Dec-17
100494,Franklin India Govt.Sec. Fund-Long Term Plan - Dividend,11.2126,19-Dec-17
100494,Franklin India Govt.Sec. Fund-Long Term Plan - Dividend,11.1863,20-Dec-17
100494,Franklin India Govt.Sec. Fund-Long Term Plan - Dividend,11.1841,21-Dec-17
100494,Franklin India Govt.Sec. Fund-Long Term Plan - Dividend,11.1556,22-Dec-17
100494,Franklin India Govt.Sec. Fund-Long Term Plan - Dividend,11.1481,26-Dec-17
100494,Franklin India Govt.Sec. Fund-Long Term Plan - Dividend,11.1782,27-Dec-17
100494,Franklin India Govt.Sec. Fund-Long Term Plan - Dividend,11.0391,28-Dec-17
100494,Franklin India Govt.Sec. Fund-Long Term Plan - Dividend,11.1066,29-Dec-17
100494,Franklin India Govt.Sec. Fund-Long Term Plan - Dividend,11.1136,1-Jan-18
100494,Franklin India Govt.Sec. Fund-Long Term Plan - Dividend,11.085,2-Jan-18
100493,Franklin India Govt.Sec. Fund-Long Term Plan - Growth,39.5233,4-Dec-17
100493,Franklin India Govt.Sec. Fund-Long Term Plan - Growth,39.5956,5-Dec-17
100493,Franklin India Govt.Sec. Fund-Long Term Plan - Growth,39.6998,6-Dec-17
100493,Franklin India Govt.Sec. Fund-Long Term Plan - Growth,39.6308,7-Dec-17
100493,Franklin India Govt.Sec. Fund-Long Term Plan - Growth,39.5343,8-Dec-17
100493,Franklin India Govt.Sec. Fund-Long Term Plan - Growth,39.3515,11-Dec-17
100493,Franklin India Govt.Sec. Fund-Long Term Plan - Growth,39.2833,12-Dec-17
100493,Franklin India Govt.Sec. Fund-Long Term Plan - Growth,39.2725,13-Dec-17
100493,Franklin India Govt.Sec. Fund-Long Term Plan - Growth,39.3965,14-Dec-17
100493,Franklin India Govt.Sec. Fund-Long Term Plan - Growth,39.4083,15-Dec-17
100493,Franklin India Govt.Sec. Fund-Long Term Plan - Growth,39.2974,18-Dec-17
100493,Franklin India Govt.Sec. Fund-Long Term Plan - Growth,39.3051,19-Dec-17
100493,Franklin India Govt.Sec. Fund-Long Term Plan - Growth,39.2126,20-Dec-17
100493,Franklin India Govt.Sec. Fund-Long Term Plan - Growth,39.2048,21-Dec-17
100493,Franklin India Govt.Sec. Fund-Long Term Plan - Growth,39.105,22-Dec-17
100493,Franklin India Govt.Sec. Fund-Long Term Plan - Growth,39.0787,26-Dec-17
100493,Franklin India Govt.Sec. Fund-Long Term Plan - Growth,39.1842,27-Dec-17
100493,Franklin India Govt.Sec. Fund-Long Term Plan - Growth,38.6967,28-Dec-17
100493,Franklin India Govt.Sec. Fund-Long Term Plan - Growth,38.9332,29-Dec-17
100493,Franklin India Govt.Sec. Fund-Long Term Plan - Growth,38.9579,1-Jan-18
100493,Franklin India Govt.Sec. Fund-Long Term Plan - Growth,38.8576,2-Jan-18
100491,Franklin India Govt.Sec. Fund-PF Plan - Dividend,24.6774,4-Dec-17
100491,Franklin India Govt.Sec. Fund-PF Plan - Dividend,24.7218,5-Dec-17
100491,Franklin India Govt.Sec. Fund-PF Plan - Dividend,24.7858,6-Dec-17
100491,Franklin India Govt.Sec. Fund-PF Plan - Dividend,24.7436,7-Dec-17
100491,Franklin India Govt.Sec. Fund-PF Plan - Dividend,24.6844,8-Dec-17
100491,Franklin India Govt.Sec. Fund-PF Plan - Dividend,24.5728,11-Dec-17
100491,Franklin India Govt.Sec. Fund-PF Plan - Dividend,24.5309,12-Dec-17
100491,Franklin India Govt.Sec. Fund-PF Plan - Dividend,24.5234,13-Dec-17
100491,Franklin India Govt.Sec. Fund-PF Plan - Dividend,24.5998,14-Dec-17
100491,Franklin India Govt.Sec. Fund-PF Plan - Dividend,24.6069,15-Dec-17
100491,Franklin India Govt.Sec. Fund-PF Plan - Dividend,24.5397,18-Dec-17
100491,Franklin India Govt.Sec. Fund-PF Plan - Dividend,24.5444,19-Dec-17
100491,Franklin India Govt.Sec. Fund-PF Plan - Dividend,24.4894,20-Dec-17
100491,Franklin India Govt.Sec. Fund-PF Plan - Dividend,24.4848,21-Dec-17
100491,Franklin India Govt.Sec. Fund-PF Plan - Dividend,24.4255,22-Dec-17
100491,Franklin India Govt.Sec. Fund-PF Plan - Dividend,24.4107,26-Dec-17
100491,Franklin India Govt.Sec. Fund-PF Plan - Dividend,24.4743,27-Dec-17
100491,Franklin India Govt.Sec. Fund-PF Plan - Dividend,24.1817,28-Dec-17
100491,Franklin India Govt.Sec. Fund-PF Plan - Dividend,24.3269,29-Dec-17
100491,Franklin India Govt.Sec. Fund-PF Plan - Dividend,24.3424,1-Jan-18
100491,Franklin India Govt.Sec. Fund-PF Plan - Dividend,24.2819,2-Jan-18
100490,Franklin India Govt.Sec. Fund-PF Plan - Growth,24.6774,4-Dec-17
100490,Franklin India Govt.Sec. Fund-PF Plan - Growth,24.7218,5-Dec-17
100490,Franklin India Govt.Sec. Fund-PF Plan - Growth,24.7858,6-Dec-17
100490,Franklin India Govt.Sec. Fund-PF Plan - Growth,24.7436,7-Dec-17
100490,Franklin India Govt.Sec. Fund-PF Plan - Growth,24.6844,8-Dec-17
100490,Franklin India Govt.Sec. Fund-PF Plan - Growth,24.5728,11-Dec-17
100490,Franklin India Govt.Sec. Fund-PF Plan - Growth,24.5309,12-Dec-17
100490,Franklin India Govt.Sec. Fund-PF Plan - Growth,24.5234,13-Dec-17
100490,Franklin India Govt.Sec. Fund-PF Plan - Growth,24.5998,14-Dec-17
100490,Franklin India Govt.Sec. Fund-PF Plan - Growth,24.6069,15-Dec-17
100490,Franklin India Govt.Sec. Fund-PF Plan - Growth,24.5397,18-Dec-17
100490,Franklin India Govt.Sec. Fund-PF Plan - Growth,24.5444,19-Dec-17
100490,Franklin India Govt.Sec. Fund-PF Plan - Growth,24.4894,20-Dec-17
100490,Franklin India Govt.Sec. Fund-PF Plan - Growth,24.4848,21-Dec-17
100490,Franklin India Govt.Sec. Fund-PF Plan - Growth,24.4255,22-Dec-17
100490,Franklin India Govt.Sec. Fund-PF Plan - Growth,24.4107,26-Dec-17
100490,Franklin India Govt.Sec. Fund-PF Plan - Growth,24.4743,27-Dec-17
100490,Franklin India Govt.Sec. Fund-PF Plan - Growth,24.1817,28-Dec-17
100490,Franklin India Govt.Sec. Fund-PF Plan - Growth,24.3269,29-Dec-17
100490,Franklin India Govt.Sec. Fund-PF Plan - Growth,24.3424,1-Jan-18
100490,Franklin India Govt.Sec. Fund-PF Plan - Growth,24.2819,2-Jan-18
118541,Franklin India TAXSHIELD - Direct - Dividend,49.4838,1-Dec-17
118541,Franklin India TAXSHIELD - Direct - Dividend,49.4358,4-Dec-17
118541,Franklin India TAXSHIELD - Direct - Dividend,49.4505,5-Dec-17
118541,Franklin India TAXSHIELD - Direct - Dividend,49.0722,6-Dec-17
118541,Franklin India TAXSHIELD - Direct - Dividend,49.7432,7-Dec-17
118541,Franklin India TAXSHIELD - Direct - Dividend,50.2647,8-Dec-17
118541,Franklin India TAXSHIELD - Direct - Dividend,50.4264,11-Dec-17
118541,Franklin India TAXSHIELD - Direct - Dividend,50.0794,12-Dec-17
118541,Franklin India TAXSHIELD - Direct - Dividend,49.8648,13-Dec-17
118541,Franklin India TAXSHIELD - Direct - Dividend,50.1241,14-Dec-17
118541,Franklin India TAXSHIELD - Direct - Dividend,50.5801,15-Dec-17
118541,Franklin India TAXSHIELD - Direct - Dividend,50.8295,18-Dec-17
118541,Franklin India TAXSHIELD - Direct - Dividend,51.2663,19-Dec-17
118541,Franklin India TAXSHIELD - Direct - Dividend,51.2677,20-Dec-17
118541,Franklin India TAXSHIELD - Direct - Dividend,51.2835,21-Dec-17
118541,Franklin India TAXSHIELD - Direct - Dividend,51.5022,22-Dec-17
118541,Franklin India TAXSHIELD - Direct - Dividend,51.5847,26-Dec-17
118541,Franklin India TAXSHIELD - Direct - Dividend,51.4609,27-Dec-17
118541,Franklin India TAXSHIELD - Direct - Dividend,51.3918,28-Dec-17
118541,Franklin India TAXSHIELD - Direct - Dividend,51.7127,29-Dec-17
118541,Franklin India TAXSHIELD - Direct - Dividend,51.3999,1-Jan-18
118541,Franklin India TAXSHIELD - Direct - Dividend,51.3614,2-Jan-18
118540,Franklin India TAXSHIELD - Direct - Growth,564.6668,1-Dec-17
118540,Franklin India TAXSHIELD - Direct - Growth,564.1195,4-Dec-17
118540,Franklin India TAXSHIELD - Direct - Growth,564.2866,5-Dec-17
118540,Franklin India TAXSHIELD - Direct - Growth,559.9698,6-Dec-17
118540,Franklin India TAXSHIELD - Direct - Growth,567.6274,7-Dec-17
118540,Franklin India TAXSHIELD - Direct - Growth,573.5777,8-Dec-17
118540,Franklin India TAXSHIELD - Direct - Growth,575.4231,11-Dec-17
118540,Franklin India TAXSHIELD - Direct - Growth,571.4641,12-Dec-17
118540,Franklin India TAXSHIELD - Direct - Growth,569.0149,13-Dec-17
118540,Franklin India TAXSHIELD - Direct - Growth,571.9739,14-Dec-17
118540,Franklin India TAXSHIELD - Direct - Growth,577.1771,15-Dec-17
118540,Franklin India TAXSHIELD - Direct - Growth,580.0235,18-Dec-17
118540,Franklin India TAXSHIELD - Direct - Growth,585.0082,19-Dec-17
118540,Franklin India TAXSHIELD - Direct - Growth,585.0235,20-Dec-17
118540,Franklin India TAXSHIELD - Direct - Growth,585.2045,21-Dec-17
118540,Franklin India TAXSHIELD - Direct - Growth,587.6997,22-Dec-17
118540,Franklin India TAXSHIELD - Direct - Growth,588.642,26-Dec-17
118540,Franklin India TAXSHIELD - Direct - Growth,587.2286,27-Dec-17
118540,Franklin India TAXSHIELD - Direct - Growth,586.4407,28-Dec-17
118540,Franklin India TAXSHIELD - Direct - Growth,590.1018,29-Dec-17
118540,Franklin India TAXSHIELD - Direct - Growth,586.5327,1-Jan-18
118540,Franklin India TAXSHIELD - Direct - Growth,586.094,2-Jan-18
100525,Franklin India Taxshield-Dividend,47.1205,1-Dec-17
100525,Franklin India Taxshield-Dividend,47.0708,4-Dec-17
100525,Franklin India Taxshield-Dividend,47.0833,5-Dec-17
100525,Franklin India Taxshield-Dividend,46.7218,6-Dec-17
100525,Franklin India Taxshield-Dividend,47.3593,7-Dec-17
100525,Franklin India Taxshield-Dividend,47.8541,8-Dec-17
100525,Franklin India Taxshield-Dividend,48.0039,11-Dec-17
100525,Franklin India Taxshield-Dividend,47.672,12-Dec-17
100525,Franklin India Taxshield-Dividend,47.4661,13-Dec-17
100525,Franklin India Taxshield-Dividend,47.7113,14-Dec-17
100525,Franklin India Taxshield-Dividend,48.1439,15-Dec-17
100525,Franklin India Taxshield-Dividend,48.3774,18-Dec-17
100525,Franklin India Taxshield-Dividend,48.7918,19-Dec-17
100525,Franklin India Taxshield-Dividend,48.7918,20-Dec-17
100525,Franklin India Taxshield-Dividend,48.8054,21-Dec-17
100525,Franklin India Taxshield-Dividend,49.0119,22-Dec-17
100525,Franklin India Taxshield-Dividend,49.0854,26-Dec-17
100525,Franklin India Taxshield-Dividend,48.966,27-Dec-17
100525,Franklin India Taxshield-Dividend,48.8987,28-Dec-17
100525,Franklin India Taxshield-Dividend,49.2025,29-Dec-17
100525,Franklin India Taxshield-Dividend,48.9013,1-Jan-18
100525,Franklin India Taxshield-Dividend,48.8632,2-Jan-18
100526,Franklin India Taxshield-Growth,541.5148,1-Dec-17
100526,Franklin India Taxshield-Growth,540.9438,4-Dec-17
100526,Franklin India Taxshield-Growth,541.0883,5-Dec-17
100526,Franklin India Taxshield-Growth,536.9331,6-Dec-17
100526,Franklin India Taxshield-Growth,544.2594,7-Dec-17
100526,Franklin India Taxshield-Growth,549.9462,8-Dec-17
100526,Franklin India Taxshield-Growth,551.667,11-Dec-17
100526,Franklin India Taxshield-Growth,547.853,12-Dec-17
100526,Franklin India Taxshield-Growth,545.4866,13-Dec-17
100526,Franklin India Taxshield-Growth,548.3048,14-Dec-17
100526,Franklin India Taxshield-Growth,553.2764,15-Dec-17
100526,Franklin India Taxshield-Growth,555.96,18-Dec-17
100526,Franklin India Taxshield-Growth,560.722,19-Dec-17
100526,Franklin India Taxshield-Growth,560.7221,20-Dec-17
100526,Franklin India Taxshield-Growth,560.8779,21-Dec-17
100526,Franklin India Taxshield-Growth,563.2516,22-Dec-17
100526,Franklin India Taxshield-Growth,564.0959,26-Dec-17
100526,Franklin India Taxshield-Growth,562.7237,27-Dec-17
100526,Franklin India Taxshield-Growth,561.9509,28-Dec-17
100526,Franklin India Taxshield-Growth,565.442,29-Dec-17
100526,Franklin India Taxshield-Growth,561.9806,1-Jan-18
100526,Franklin India Taxshield-Growth,561.5426,2-Jan-18
122443,Franklin India Savings Plus Fund - Daily Dividend option,10.0217,4-Dec-17
122443,Franklin India Savings Plus Fund - Daily Dividend option,10.0217,5-Dec-17
122443,Franklin India Savings Plus Fund - Daily Dividend option,10.0217,6-Dec-17
122443,Franklin India Savings Plus Fund - Daily Dividend option,10.0217,7-Dec-17
122443,Franklin India Savings Plus Fund - Daily Dividend option,10.0217,8-Dec-17
122443,Franklin India Savings Plus Fund - Daily Dividend option,10.0217,11-Dec-17
122443,Franklin India Savings Plus Fund - Daily Dividend option,10.0217,12-Dec-17
122443,Franklin India Savings Plus Fund - Daily Dividend option,10.0217,13-Dec-17
122443,Franklin India Savings Plus Fund - Daily Dividend option,10.0217,14-Dec-17
122443,Franklin India Savings Plus Fund - Daily Dividend option,10.0217,15-Dec-17
122443,Franklin India Savings Plus Fund - Daily Dividend option,10.0217,18-Dec-17
122443,Franklin India Savings Plus Fund - Daily Dividend option,10.0217,19-Dec-17
122443,Franklin India Savings Plus Fund - Daily Dividend option,10.0205,20-Dec-17
122443,Franklin India Savings Plus Fund - Daily Dividend option,10.02,21-Dec-17
122443,Franklin India Savings Plus Fund - Daily Dividend option,10.02,22-Dec-17
122443,Franklin India Savings Plus Fund - Daily Dividend option,10.02,26-Dec-17
122443,Franklin India Savings Plus Fund - Daily Dividend option,10.02,27-Dec-17
122443,Franklin India Savings Plus Fund - Daily Dividend option,10.0196,28-Dec-17
122443,Franklin India Savings Plus Fund - Daily Dividend option,10.0196,29-Dec-17
122443,Franklin India Savings Plus Fund - Daily Dividend option,10.0196,1-Jan-18
122443,Franklin India Savings Plus Fund - Daily Dividend option,10.0196,2-Jan-18
122444,Franklin India Savings Plus Fund - Daily Dividend option - Direct,10.0027,4-Dec-17
122444,Franklin India Savings Plus Fund - Daily Dividend option - Direct,10.0027,5-Dec-17
122444,Franklin India Savings Plus Fund - Daily Dividend option - Direct,10.0027,6-Dec-17
122444,Franklin India Savings Plus Fund - Daily Dividend option - Direct,10.0027,7-Dec-17
122444,Franklin India Savings Plus Fund - Daily Dividend option - Direct,10.0027,8-Dec-17
122444,Franklin India Savings Plus Fund - Daily Dividend option - Direct,10.0027,11-Dec-17
122444,Franklin India Savings Plus Fund - Daily Dividend option - Direct,10.0027,12-Dec-17
122444,Franklin India Savings Plus Fund - Daily Dividend option - Direct,10.0027,13-Dec-17
122444,Franklin India Savings Plus Fund - Daily Dividend option - Direct,10.0027,14-Dec-17
122444,Franklin India Savings Plus Fund - Daily Dividend option - Direct,10.0027,15-Dec-17
122444,Franklin India Savings Plus Fund - Daily Dividend option - Direct,10.0027,18-Dec-17
122444,Franklin India Savings Plus Fund - Daily Dividend option - Direct,10.0027,19-Dec-17
122444,Franklin India Savings Plus Fund - Daily Dividend option - Direct,10.0016,20-Dec-17
122444,Franklin India Savings Plus Fund - Daily Dividend option - Direct,10.0012,21-Dec-17
122444,Franklin India Savings Plus Fund - Daily Dividend option - Direct,10.0012,22-Dec-17
122444,Franklin India Savings Plus Fund - Daily Dividend option - Direct,10.0012,26-Dec-17
122444,Franklin India Savings Plus Fund - Daily Dividend option - Direct,10.0012,27-Dec-17
122444,Franklin India Savings Plus Fund - Daily Dividend option - Direct,10.0009,28-Dec-17
122444,Franklin India Savings Plus Fund - Daily Dividend option - Direct,10.0009,29-Dec-17
122444,Franklin India Savings Plus Fund - Daily Dividend option - Direct,10.0009,1-Jan-18
122444,Franklin India Savings Plus Fund - Daily Dividend option - Direct,10.0009,2-Jan-18
118506,Franklin India Savings Plus Fund - Direct - Growth,31.7848,4-Dec-17
118506,Franklin India Savings Plus Fund - Direct - Growth,31.7871,5-Dec-17
118506,Franklin India Savings Plus Fund - Direct - Growth,31.7916,6-Dec-17
118506,Franklin India Savings Plus Fund - Direct - Growth,31.797,7-Dec-17
118506,Franklin India Savings Plus Fund - Direct - Growth,31.8065,8-Dec-17
118506,Franklin India Savings Plus Fund - Direct - Growth,31.8165,11-Dec-17
118506,Franklin India Savings Plus Fund - Direct - Growth,31.8189,12-Dec-17
118506,Franklin India Savings Plus Fund - Direct - Growth,31.8194,13-Dec-17
118506,Franklin India Savings Plus Fund - Direct - Growth,31.8196,14-Dec-17
118506,Franklin India Savings Plus Fund - Direct - Growth,31.8198,15-Dec-17
118506,Franklin India Savings Plus Fund - Direct - Growth,31.8357,18-Dec-17
118506,Franklin India Savings Plus Fund - Direct - Growth,31.8403,19-Dec-17
118506,Franklin India Savings Plus Fund - Direct - Growth,31.8366,20-Dec-17
118506,Franklin India Savings Plus Fund - Direct - Growth,31.8353,21-Dec-17
118506,Franklin India Savings Plus Fund - Direct - Growth,31.8386,22-Dec-17
118506,Franklin India Savings Plus Fund - Direct - Growth,31.859,26-Dec-17
118506,Franklin India Savings Plus Fund - Direct - Growth,31.8607,27-Dec-17
118506,Franklin India Savings Plus Fund - Direct - Growth,31.8598,28-Dec-17
118506,Franklin India Savings Plus Fund - Direct - Growth,31.8729,29-Dec-17
118506,Franklin India Savings Plus Fund - Direct - Growth,31.8991,1-Jan-18
118506,Franklin India Savings Plus Fund - Direct - Growth,31.9049,2-Jan-18
129437,Franklin India Savings Plus Fund - Direct - Monthly Dividend,10.3334,4-Dec-17
129437,Franklin India Savings Plus Fund - Direct - Monthly Dividend,10.3341,5-Dec-17
129437,Franklin India Savings Plus Fund - Direct - Monthly Dividend,10.3355,6-Dec-17
129437,Franklin India Savings Plus Fund - Direct - Monthly Dividend,10.3373,7-Dec-17
129437,Franklin India Savings Plus Fund - Direct - Monthly Dividend,10.3404,8-Dec-17
129437,Franklin India Savings Plus Fund - Direct - Monthly Dividend,10.3437,11-Dec-17
129437,Franklin India Savings Plus Fund - Direct - Monthly Dividend,10.3444,12-Dec-17
129437,Franklin India Savings Plus Fund - Direct - Monthly Dividend,10.3446,13-Dec-17
129437,Franklin India Savings Plus Fund - Direct - Monthly Dividend,10.3447,14-Dec-17
129437,Franklin India Savings Plus Fund - Direct - Monthly Dividend,10.3447,15-Dec-17
129437,Franklin India Savings Plus Fund - Direct - Monthly Dividend,10.2849,18-Dec-17
129437,Franklin India Savings Plus Fund - Direct - Monthly Dividend,10.2864,19-Dec-17
129437,Franklin India Savings Plus Fund - Direct - Monthly Dividend,10.2852,20-Dec-17
129437,Franklin India Savings Plus Fund - Direct - Monthly Dividend,10.2847,21-Dec-17
129437,Franklin India Savings Plus Fund - Direct - Monthly Dividend,10.2858,22-Dec-17
129437,Franklin India Savings Plus Fund - Direct - Monthly Dividend,10.2924,26-Dec-17
129437,Franklin India Savings Plus Fund - Direct - Monthly Dividend,10.2929,27-Dec-17
129437,Franklin India Savings Plus Fund - Direct - Monthly Dividend,10.2926,28-Dec-17
129437,Franklin India Savings Plus Fund - Direct - Monthly Dividend,10.2969,29-Dec-17
129437,Franklin India Savings Plus Fund - Direct - Monthly Dividend,10.3053,1-Jan-18
129437,Franklin India Savings Plus Fund - Direct - Monthly Dividend,10.3072,2-Jan-18
118505,Franklin India Savings Plus Fund - Direct - Quarterly Dividend,11.3835,4-Dec-17
118505,Franklin India Savings Plus Fund - Direct - Quarterly Dividend,11.3843,5-Dec-17
118505,Franklin India Savings Plus Fund - Direct - Quarterly Dividend,11.3859,6-Dec-17
